,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal,Translated
80,"@kochengfs Bisa jadi efek samping vaksin. Diperhatiin aja makan, minum, pup, pip, kalo aman ya ga kenapa-kenapa.", Bisa jadi efek samping vaksin Diperhatiin aja makan minum pup pip kalo aman ya ga kenapa kenapa , bisa jadi efek samping vaksin diperhatiin aja makan minum pup pip kalo aman ya ga kenapa kenapa ,bisa jadi efek samping vaksin diperhatiin aja makan minum pup pip kalo aman ya gak kenapa kenapa,"['bisa', 'jadi', 'efek', 'samping', 'vaksin', 'diperhatiin', 'aja', 'makan', 'minum', 'pup', 'pip', 'kalo', 'aman', 'ya', 'gak', 'kenapa', 'kenapa']","['jadi', 'efek', 'samping', 'vaksin', 'diperhatiin', 'aja', 'makan', 'minum', 'pup', 'pip', 'kalo', 'aman', 'gak']","it could be a side effect of the vaccine, pay attention to it, eat and drink pup pip, if it's safe, why not"
81,"@kochengfs Bisa jadi efek vaksinnya baru muncul. Kt drh vaksin rabies itu lebih keras daripada vaksin F3/F4 jd bisa jadi itu reaksi kcgnya terhadap vaksin. Pantau aja yg penting tetap makan. Kalau ada gejala lain dan berkelanjutan, bawa ke vet", Bisa jadi efek vaksinnya baru muncul Kt drh vaksin rabies itu lebih keras daripada vaksin jd bisa jadi itu reaksi kcgnya terhadap vaksin Pantau aja yg penting tetap makan Kalau ada gejala lain dan berkelanjutan bawa ke vet, bisa jadi efek vaksinnya baru muncul kt drh vaksin rabies itu lebih keras daripada vaksin jd bisa jadi itu reaksi kcgnya terhadap vaksin pantau aja yg penting tetap makan kalau ada gejala lain dan berkelanjutan bawa ke vet,bisa jadi efek vaksinnya baru muncul kata drh vaksin rabies itu lebih keras daripada vaksin jd bisa jadi itu reaksi kcgnya terhadap vaksin pantau aja yang penting tetap makan kalau ada gejala lain dan berkelanjutan bawa ke vet,"['bisa', 'jadi', 'efek', 'vaksinnya', 'baru', 'muncul', 'kata', 'drh', 'vaksin', 'rabies', 'itu', 'lebih', 'keras', 'daripada', 'vaksin', 'jd', 'bisa', 'jadi', 'itu', 'reaksi', 'kcgnya', 'terhadap', 'vaksin', 'pantau', 'aja', 'yang', 'penting', 'tetap', 'makan', 'kalau', 'ada', 'gejala', 'lain', 'dan', 'berkelanjutan', 'bawa', 'ke', 'vet']","['jadi', 'efek', 'vaksinnya', 'baru', 'muncul', 'kata', 'drh', 'vaksin', 'rabies', 'lebih', 'keras', 'vaksin', 'jd', 'jadi', 'reaksi', 'kcgnya', 'vaksin', 'pantau', 'aja', 'penting', 'tetap', 'makan', 'kalau', 'gejala', 'berkelanjutan', 'bawa', 'vet']","it could be that the effect of the vaccine has just appeared, said drh, the rabies vaccine is stronger than the vaccine, so it could be that the reaction to the vaccine is just monitoring, the important thing is to keep eating if there are other symptoms and continue to take it to the vet"
82,"@Gulag_Office @asumsico Vaksin itu g serta merta ga bakal kena penyakit nya. Tp mengurangi gejala nya. Terutama buat yg komorbid. Sebelumnya banyak yg sesak nafas sampai tidak tertolong apalagi yg punya asma macam saya. Kmrn saya kena ampe g sadar, cm ttp ada efek covid di akhir. Tp ya g terkapar", Vaksin itu g serta merta ga bakal kena penyakit nya Tp mengurangi gejala nya Terutama buat yg komorbid Sebelumnya banyak yg sesak nafas sampai tidak tertolong apalagi yg punya asma macam saya Kmrn saya kena ampe g sadar cm ttp ada efek covid di akhir Tp ya g terkapar, vaksin itu g serta merta ga bakal kena penyakit nya tp mengurangi gejala nya terutama buat yg komorbid sebelumnya banyak yg sesak nafas sampai tidak tertolong apalagi yg punya asma macam saya kmrn saya kena ampe g sadar cm ttp ada efek covid di akhir tp ya g terkapar,vaksin itu g serta merta gak bakal kena penyakit nya tp mengurangi gejala nya terutama buat yang komorbid sebelumnya banyak yang sesak nafas sampai tidak tertolong apalagi yang punya asma macam saya kemarin saya kena sampai g sadar cuma tetap ada efek covid di akhir tp ya g terkapar,"['vaksin', 'itu', 'g', 'serta', 'merta', 'gak', 'bakal', 'kena', 'penyakit', 'nya', 'tp', 'mengurangi', 'gejala', 'nya', 'terutama', 'buat', 'yang', 'komorbid', 'sebelumnya', 'banyak', 'yang', 'sesak', 'nafas', 'sampai', 'tidak', 'tertolong', 'apalagi', 'yang', 'punya', 'asma', 'macam', 'saya', 'kemarin', 'saya', 'kena', 'sampai', 'g', 'sadar', 'cuma', 'tetap', 'ada', 'efek', 'covid', 'di', 'akhir', 'tp', 'ya', 'g', 'terkapar']","['vaksin', 'g', 'merta', 'gak', 'bakal', 'kena', 'penyakit', 'nya', 'tp', 'mengurangi', 'gejala', 'nya', 'terutama', 'buat', 'komorbid', 'sebelumnya', 'banyak', 'sesak', 'nafas', 'tertolong', 'punya', 'asma', 'macam', 'kemarin', 'kena', 'g', 'sadar', 'cuma', 'tetap', 'efek', 'covid', 'akhir', 'tp', 'g', 'terkapar']","the vaccine doesn't necessarily get sick, but it reduces the symptoms, especially for comorbid ones. previously, many were short of breath until they couldn't be helped, especially those who had asthma like me yesterday."
83,"@sununoona Kalo aku cuma demam sama nyeri tulang aja sih kak setelah vaksin dan itu cuma berlangsung satu hari. Tp efek sampingnya beda-beda kak, bahkan ada yg gak ngerasain apa-apa setelah vaksin. Jangan takut kak ✊🏻", Kalo aku cuma demam sama nyeri tulang aja sih kak setelah vaksin dan itu cuma berlangsung satu hari Tp efek sampingnya beda beda kak bahkan ada yg gak ngerasain apa apa setelah vaksin Jangan takut kak , kalo aku cuma demam sama nyeri tulang aja sih kak setelah vaksin dan itu cuma berlangsung satu hari tp efek sampingnya beda beda kak bahkan ada yg gak ngerasain apa apa setelah vaksin jangan takut kak ,kalo aku cuma demam sama nyeri tulang aja sih kak setelah vaksin dan itu cuma berlangsung satu hari tp efek sampingnya beda beda kak bahkan ada yang gak ngerasain apa apa setelah vaksin jangan takut kak,"['kalo', 'aku', 'cuma', 'demam', 'sama', 'nyeri', 'tulang', 'aja', 'sih', 'kak', 'setelah', 'vaksin', 'dan', 'itu', 'cuma', 'berlangsung', 'satu', 'hari', 'tp', 'efek', 'sampingnya', 'beda', 'beda', 'kak', 'bahkan', 'ada', 'yang', 'gak', 'ngerasain', 'apa', 'apa', 'setelah', 'vaksin', 'jangan', 'takut', 'kak']","['kalo', 'aku', 'cuma', 'demam', 'sama', 'nyeri', 'tulang', 'aja', 'sih', 'kak', 'vaksin', 'cuma', 'berlangsung', 'satu', 'hari', 'tp', 'efek', 'sampingnya', 'beda', 'beda', 'kak', 'bahkan', 'gak', 'ngerasain', 'apa', 'apa', 'vaksin', 'jangan', 'takut', 'kak']","if i only have a fever and bone pain, sis, after the vaccine, it only lasts one day, but the side effects are different, sis, some don't even feel anything after the vaccine, don't be afraid, sis."
84,@atompvnk @asumsico Jika vaksin basis virus utuh maka aman kalau basis mRNA dan viral vector kita belum tau efek jangka panjangnya di tubuh. Apakah ada shedding virus atau lainnya. Covid memang 1 keluarga dengan flu jadi sembuh sendiri kecuali dalam tubuh ada zat racun toksin maka susah sembuh., Jika vaksin basis virus utuh maka aman kalau basis mRNA dan viral vector kita belum tau efek jangka panjangnya di tubuh Apakah ada shedding virus atau lainnya Covid memang keluarga dengan flu jadi sembuh sendiri kecuali dalam tubuh ada zat racun toksin maka susah sembuh , jika vaksin basis virus utuh maka aman kalau basis mrna dan viral vector kita belum tau efek jangka panjangnya di tubuh apakah ada shedding virus atau lainnya covid memang keluarga dengan flu jadi sembuh sendiri kecuali dalam tubuh ada zat racun toksin maka susah sembuh ,jika vaksin basis virus utuh maka aman kalau basis mrna dan viral vector kita belum tau efek jangka panjangnya di tubuh apakah ada shedding virus atau lainnya covid memang keluarga dengan flu jadi sembuh sendiri kecuali dalam tubuh ada zat racun toksin maka susah sembuh,"['jika', 'vaksin', 'basis', 'virus', 'utuh', 'maka', 'aman', 'kalau', 'basis', 'mrna', 'dan', 'viral', 'vector', 'kita', 'belum', 'tau', 'efek', 'jangka', 'panjangnya', 'di', 'tubuh', 'apakah', 'ada', 'shedding', 'virus', 'atau', 'lainnya', 'covid', 'memang', 'keluarga', 'dengan', 'flu', 'jadi', 'sembuh', 'sendiri', 'kecuali', 'dalam', 'tubuh', 'ada', 'zat', 'racun', 'toksin', 'maka', 'susah', 'sembuh']","['vaksin', 'basis', 'virus', 'utuh', 'aman', 'kalau', 'basis', 'mrna', 'viral', 'vector', 'tau', 'efek', 'jangka', 'panjangnya', 'tubuh', 'shedding', 'virus', 'lainnya', 'covid', 'memang', 'keluarga', 'flu', 'jadi', 'sembuh', 'sendiri', 'tubuh', 'zat', 'racun', 'toksin', 'susah', 'sembuh']","if the virus-based vaccine is intact then it's safe if it's mrna-based and viral vector, we don't know the long-term effects on the body, whether there's shedding of the virus or something else."
85,"@saltedpop @tanyakanrl Sistem kekebalan atau Imunmu rusak di picu oleh CVD-19 Vaksin.

Jadi begini..
Covid itu Hoax #Scam 
alat tes ini cuma peraga disalahgunakan untuk mengubah apapun menjadi CVD-19.

CVD-19 Vaksin beresiko memicu ribuan efek samping apabila disuntikkan.

Selama ini kita dikerjai. https://t.co/GTlByYIIIY", Sistem kekebalan atau Imunmu rusak di picu oleh CVD Vaksin Jadi begini Covid itu Hoax alat tes ini cuma peraga disalahgunakan untuk mengubah apapun menjadi CVD CVD Vaksin beresiko memicu ribuan efek samping apabila disuntikkan Selama ini kita dikerjai https t co GTlByYIIIY, sistem kekebalan atau imunmu rusak di picu oleh cvd vaksin jadi begini covid itu hoax alat tes ini cuma peraga disalahgunakan untuk mengubah apapun menjadi cvd cvd vaksin beresiko memicu ribuan efek samping apabila disuntikkan selama ini kita dikerjai https t co gtlbyyiiiy,sistem kekebalan atau imunmu rusak di picu oleh cvd vaksin jadi begini covid itu hoax alat tes ini cuma peraga disalahgunakan untuk mengubah apapun menjadi cvd cvd vaksin beresiko memicu ribuan efek samping apabila disuntikkan selama ini kita dikerjai https t co gtlbyyiiiy,"['sistem', 'kekebalan', 'atau', 'imunmu', 'rusak', 'di', 'picu', 'oleh', 'cvd', 'vaksin', 'jadi', 'begini', 'covid', 'itu', 'hoax', 'alat', 'tes', 'ini', 'cuma', 'peraga', 'disalahgunakan', 'untuk', 'mengubah', 'apapun', 'menjadi', 'cvd', 'cvd', 'vaksin', 'beresiko', 'memicu', 'ribuan', 'efek', 'samping', 'apabila', 'disuntikkan', 'selama', 'ini', 'kita', 'dikerjai', 'https', 't', 'co', 'gtlbyyiiiy']","['sistem', 'kekebalan', 'imunmu', 'rusak', 'picu', 'cvd', 'vaksin', 'jadi', 'begini', 'covid', 'hoax', 'alat', 'tes', 'cuma', 'peraga', 'disalahgunakan', 'mengubah', 'apapun', 'menjadi', 'cvd', 'cvd', 'vaksin', 'beresiko', 'memicu', 'ribuan', 'efek', 'samping', 'apabila', 'disuntikkan', 'selama', 'dikerjai', 'https', 't', 'co', 'gtlbyyiiiy']","your immune or immune system is damaged triggered by the cvd vaccine, so this is covid, it's a hoax, this test kit is just a demonstration that is misused to change anything into a cvd cvd vaccine, at the risk of triggering thousands of side effects if injected, so far we have been teased https t co gtlbyyiiiy"
86,@oppi_ss @tanyakanrl Iya efek kebanyakan vaksin covid, Iya efek kebanyakan vaksin covid, iya efek kebanyakan vaksin covid,iya efek kebanyakan vaksin covid,"['iya', 'efek', 'kebanyakan', 'vaksin', 'covid']","['iya', 'efek', 'kebanyakan', 'vaksin', 'covid']",yes the effect of most covid vaccines
87,besok mau vaksin booster tapi kok gue agak takut ya gara² baca review efek sampingnya 🥹,besok mau vaksin booster tapi kok gue agak takut ya gara baca review efek sampingnya ,besok mau vaksin booster tapi kok gue agak takut ya gara baca review efek sampingnya ,besok mau vaksin booster tapi kok gue agak takut ya gara baca review efek sampingnya,"['besok', 'mau', 'vaksin', 'booster', 'tapi', 'kok', 'gue', 'agak', 'takut', 'ya', 'gara', 'baca', 'review', 'efek', 'sampingnya']","['besok', 'mau', 'vaksin', 'booster', 'kok', 'gue', 'takut', 'gara', 'baca', 'review', 'efek', 'sampingnya']",tomorrow i want a booster vaccine but how come i'm a bit scared because i read the review of the side effects
88,"@crnnvtrbl Cair, ehh pas pake sabun batang baru ngeh woii kuaget sumpah tak kiro kenek jamur ta begimanaa 😭 tp tak kek segala obat kulit g mempan, yo wes iki efek vaksin ngunu wae", Cair ehh pas pake sabun batang baru ngeh woii kuaget sumpah tak kiro kenek jamur ta begimanaa tp tak kek segala obat kulit g mempan yo wes iki efek vaksin ngunu wae, cair ehh pas pake sabun batang baru ngeh woii kuaget sumpah tak kiro kenek jamur ta begimanaa tp tak kek segala obat kulit g mempan yo wes iki efek vaksin ngunu wae,cair ehh pas pake sabun batang baru ngeh woii kuaget sumpah tak kiro kenek jamur ta begimanaa tp tak kek segala obat kulit g mempan yo wes iki efek vaksin ngunu wae,"['cair', 'ehh', 'pas', 'pake', 'sabun', 'batang', 'baru', 'ngeh', 'woii', 'kuaget', 'sumpah', 'tak', 'kiro', 'kenek', 'jamur', 'ta', 'begimanaa', 'tp', 'tak', 'kek', 'segala', 'obat', 'kulit', 'g', 'mempan', 'yo', 'wes', 'iki', 'efek', 'vaksin', 'ngunu', 'wae']","['cair', 'ehh', 'pas', 'pake', 'sabun', 'batang', 'baru', 'ngeh', 'woii', 'kuaget', 'sumpah', 'tak', 'kiro', 'kenek', 'jamur', 'ta', 'begimanaa', 'tp', 'tak', 'kek', 'segala', 'obat', 'kulit', 'g', 'mempan', 'yo', 'wes', 'iki', 'efek', 'vaksin', 'ngunu', 'wae']","it's liquid, when you use a new bar of soap, i'm shocked."
89,"@MprAldo Jadi kelinci percobaan lagi! tidak terlindungi dari kopit yang ada nyawa melayang karena efek jadi kelinci percobaan 😂😂😂
apa pun variannya tetap obatnya vaksin jadoel 🤣🤣🤣🤣
#GunakanLogika", Jadi kelinci percobaan lagi tidak terlindungi dari kopit yang ada nyawa melayang karena efek jadi kelinci percobaan apa pun variannya tetap obatnya vaksin jadoel , jadi kelinci percobaan lagi tidak terlindungi dari kopit yang ada nyawa melayang karena efek jadi kelinci percobaan apa pun variannya tetap obatnya vaksin jadoel ,jadi kelinci percobaan lagi tidak terlindungi dari kopit yang ada nyawa melayang karena efek jadi kelinci percobaan apa pun variannya tetap obatnya vaksin jadoel,"['jadi', 'kelinci', 'percobaan', 'lagi', 'tidak', 'terlindungi', 'dari', 'kopit', 'yang', 'ada', 'nyawa', 'melayang', 'karena', 'efek', 'jadi', 'kelinci', 'percobaan', 'apa', 'pun', 'variannya', 'tetap', 'obatnya', 'vaksin', 'jadoel']","['jadi', 'kelinci', 'percobaan', 'terlindungi', 'kopit', 'nyawa', 'melayang', 'efek', 'jadi', 'kelinci', 'percobaan', 'apa', 'variannya', 'tetap', 'obatnya', 'vaksin', 'jadoel']","so the guinea pigs are again not protected from coppices whose lives are lost due to the effect of being a guinea pig, whatever the variant, the medicine is still the old school vaccine"
90,@tanyakanrl Efek vaksin tuh, Efek vaksin tuh, efek vaksin tuh,efek vaksin tuh,"['efek', 'vaksin', 'tuh']","['efek', 'vaksin', 'tuh']",the effect of the vaccine
91,"@Suryaatmadja20 @maximv_satriaus @bd_baskoro @dokter_kampung @TedInvestigasi @MprAldo itu kek dokter di IG ngomongin varian virus tetapi induknya tidak pernah diisolasi dan tidak terbukti ada dimanapun, lalu menyarankan covid vaksin yang beresiko memicu ribuan efek samping bisa tingkatkan Imun 🤡🤣", itu kek dokter di IG ngomongin varian virus tetapi induknya tidak pernah diisolasi dan tidak terbukti ada dimanapun lalu menyarankan covid vaksin yang beresiko memicu ribuan efek samping bisa tingkatkan Imun , itu kek dokter di ig ngomongin varian virus tetapi induknya tidak pernah diisolasi dan tidak terbukti ada dimanapun lalu menyarankan covid vaksin yang beresiko memicu ribuan efek samping bisa tingkatkan imun ,itu kek dokter di ig ngomongin varian virus tetapi induknya tidak pernah diisolasi dan tidak terbukti ada dimanapun lalu menyarankan covid vaksin yang beresiko memicu ribuan efek samping bisa tingkatkan imun,"['itu', 'kek', 'dokter', 'di', 'ig', 'ngomongin', 'varian', 'virus', 'tetapi', 'induknya', 'tidak', 'pernah', 'diisolasi', 'dan', 'tidak', 'terbukti', 'ada', 'dimanapun', 'lalu', 'menyarankan', 'covid', 'vaksin', 'yang', 'beresiko', 'memicu', 'ribuan', 'efek', 'samping', 'bisa', 'tingkatkan', 'imun']","['kek', 'dokter', 'ig', 'ngomongin', 'varian', 'virus', 'induknya', 'pernah', 'diisolasi', 'terbukti', 'dimanapun', 'lalu', 'menyarankan', 'covid', 'vaksin', 'beresiko', 'memicu', 'ribuan', 'efek', 'samping', 'tingkatkan', 'imun']",that's like the doctor at ig talking about the virus variant but the parent has never been isolated and it's not proven to exist anywhere and then suggested the covid vaccine which has the risk of triggering thousands of side effects can increase immunity
92,"Vaksin Polio: Manfaat, Jenis, Dosis dan Efek Sampingnya https://t.co/YxZsI6nuy5",Vaksin Polio Manfaat Jenis Dosis dan Efek Sampingnya https t co ,vaksin polio manfaat jenis dosis dan efek sampingnya https t co ,vaksin polio manfaat jenis dosis dan efek sampingnya https t co,"['vaksin', 'polio', 'manfaat', 'jenis', 'dosis', 'dan', 'efek', 'sampingnya', 'https', 't', 'co']","['vaksin', 'polio', 'manfaat', 'jenis', 'dosis', 'efek', 'sampingnya', 'https', 't', 'co']",polio vaccine benefits of dosage types and side effects https t co
93,"Tapi vaksin bikin lumpuh slur

Adek sepupu lumpuh habis vaksin booster buat kerja ke Brunei, autoimun kata dokter. 

Tempat vaksin? Mana mau tanggungjawabnya. Bilang sudah lewat dua bulan setelah vaksin.

Ya kali bisa tau efek samping muncul kapan. Aneh.",Tapi vaksin bikin lumpuh slur Adek sepupu lumpuh habis vaksin booster buat kerja ke Brunei autoimun kata dokter Tempat vaksin Mana mau tanggungjawabnya Bilang sudah lewat dua bulan setelah vaksin Ya kali bisa tau efek samping muncul kapan Aneh ,tapi vaksin bikin lumpuh slur adek sepupu lumpuh habis vaksin booster buat kerja ke brunei autoimun kata dokter tempat vaksin mana mau tanggungjawabnya bilang sudah lewat dua bulan setelah vaksin ya kali bisa tau efek samping muncul kapan aneh ,tapi vaksin bikin lumpuh slur adek sepupu lumpuh habis vaksin booster buat kerja ke brunei autoimun kata dokter tempat vaksin mana mau tanggungjawabnya bilang sudah lewat dua bulan setelah vaksin ya kali bisa tau efek samping muncul kapan aneh,"['tapi', 'vaksin', 'bikin', 'lumpuh', 'slur', 'adek', 'sepupu', 'lumpuh', 'habis', 'vaksin', 'booster', 'buat', 'kerja', 'ke', 'brunei', 'autoimun', 'kata', 'dokter', 'tempat', 'vaksin', 'mana', 'mau', 'tanggungjawabnya', 'bilang', 'sudah', 'lewat', 'dua', 'bulan', 'setelah', 'vaksin', 'ya', 'kali', 'bisa', 'tau', 'efek', 'samping', 'muncul', 'kapan', 'aneh']","['vaksin', 'bikin', 'lumpuh', 'slur', 'adek', 'sepupu', 'lumpuh', 'habis', 'vaksin', 'booster', 'buat', 'kerja', 'brunei', 'autoimun', 'kata', 'dokter', 'tempat', 'vaksin', 'mana', 'mau', 'tanggungjawabnya', 'bilang', 'lewat', 'bulan', 'vaksin', 'kali', 'tau', 'efek', 'samping', 'muncul', 'kapan', 'aneh']","but the vaccine paralyzed my younger cousin paralyzed after a booster vaccine to work in autoimmune brunei said the doctor where the vaccine wanted to be responsible said it had been two months after the vaccine, can you tell when the side effects appear when it's strange"
