,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal
1017,"Mau seminar proposal begini malah kerasa radang. Tapi nanggung ga sekalian jadi batuk pilek. Efek vaksin booster sih. Emang udah sejak Agustus 2022 belum pernah kena sakit. Tapi sering bgt kerasa mau flu, tapi ga jadi. Kayaknya ketahan sama sistem tubuh.",Mau seminar proposal begini malah kerasa radang Tapi nanggung ga sekalian jadi batuk pilek Efek vaksin booster sih Emang udah sejak Agustus belum pernah kena sakit Tapi sering bgt kerasa mau flu tapi ga jadi Kayaknya ketahan sama sistem tubuh ,mau seminar proposal begini malah kerasa radang tapi nanggung ga sekalian jadi batuk pilek efek vaksin booster sih emang udah sejak agustus belum pernah kena sakit tapi sering bgt kerasa mau flu tapi ga jadi kayaknya ketahan sama sistem tubuh ,mau seminar proposal begini malah kerasa radang tapi nanggung gak sekalian jadi batuk pilek efek vaksin booster sih emang sudah sejak agustus belum pernah kena sakit tapi sering banget kerasa mau flu tapi gak jadi kayanya ketahan sama sistem tubuh,"['mau', 'seminar', 'proposal', 'begini', 'malah', 'kerasa', 'radang', 'tapi', 'nanggung', 'gak', 'sekalian', 'jadi', 'batuk', 'pilek', 'efek', 'vaksin', 'booster', 'sih', 'emang', 'sudah', 'sejak', 'agustus', 'belum', 'pernah', 'kena', 'sakit', 'tapi', 'sering', 'banget', 'kerasa', 'mau', 'flu', 'tapi', 'gak', 'jadi', 'kayanya', 'ketahan', 'sama', 'sistem', 'tubuh']","['mau', 'seminar', 'proposal', 'begini', 'malah', 'kerasa', 'radang', 'nanggung', 'gak', 'sekalian', 'jadi', 'batuk', 'pilek', 'efek', 'vaksin', 'booster', 'sih', 'emang', 'sejak', 'agustus', 'pernah', 'kena', 'sakit', 'sering', 'banget', 'kerasa', 'mau', 'flu', 'gak', 'jadi', 'kayanya', 'ketahan', 'sama', 'sistem', 'tubuh']"
1018,"Efek vaksin covid itu hanya hitungan bulan, kalau vaksinasi terus sbg solusi, bisa brp jilid ?
Biaya besar loh

Yg penting bgmn mendidik rakyat utk jaga kesehatan, misal budaya pakai masker jika sdg sakit, sering bersih tangan
Shg bukan hanya covid, sma penyakit menular terhindar",Efek vaksin covid itu hanya hitungan bulan kalau vaksinasi terus sbg solusi bisa brp jilid Biaya besar loh Yg penting bgmn mendidik rakyat utk jaga kesehatan misal budaya pakai masker jika sdg sakit sering bersih tangan Shg bukan hanya covid sma penyakit menular terhindar,efek vaksin covid itu hanya hitungan bulan kalau vaksinasi terus sbg solusi bisa brp jilid biaya besar loh yg penting bgmn mendidik rakyat utk jaga kesehatan misal budaya pakai masker jika sdg sakit sering bersih tangan shg bukan hanya covid sma penyakit menular terhindar,efek vaksin covid itu hanya hitungan bulan kalau vaksinasi terus sebagai solusi bisa berapa jilid biaya besar loh yang penting bagaimana mendidik rakyat untuk jaga kesehatan misal budaya pakai masker jika sdg sakit sering bersih tangan shg bukan hanya covid sma penyakit menular terhindar,"['efek', 'vaksin', 'covid', 'itu', 'hanya', 'hitungan', 'bulan', 'kalau', 'vaksinasi', 'terus', 'sebagai', 'solusi', 'bisa', 'berapa', 'jilid', 'biaya', 'besar', 'loh', 'yang', 'penting', 'bagaimana', 'mendidik', 'rakyat', 'untuk', 'jaga', 'kesehatan', 'misal', 'budaya', 'pakai', 'masker', 'jika', 'sdg', 'sakit', 'sering', 'bersih', 'tangan', 'shg', 'bukan', 'hanya', 'covid', 'sma', 'penyakit', 'menular', 'terhindar']","['efek', 'vaksin', 'covid', 'hitungan', 'bulan', 'kalau', 'vaksinasi', 'terus', 'solusi', 'berapa', 'jilid', 'biaya', 'besar', 'loh', 'penting', 'bagaimana', 'mendidik', 'rakyat', 'jaga', 'kesehatan', 'misal', 'budaya', 'pakai', 'masker', 'sdg', 'sakit', 'sering', 'bersih', 'tangan', 'shg', 'bukan', 'covid', 'sma', 'penyakit', 'menular', 'terhindar']"
1019,@StopPlandemit Ini kemenkesnya sehat apa nggak sih? Bukannya sudah banyak dokter di us dan eropa akhirnya mengakui efek bahaya vaksin ya?, Ini kemenkesnya sehat apa nggak sih Bukannya sudah banyak dokter di us dan eropa akhirnya mengakui efek bahaya vaksin ya , ini kemenkesnya sehat apa nggak sih bukannya sudah banyak dokter di us dan eropa akhirnya mengakui efek bahaya vaksin ya ,ini kemenkesnya sehat apa gak sih bukannya sudah banyak dokter di us dan eropa akhirnya mengakui efek bahaya vaksin ya,"['ini', 'kemenkesnya', 'sehat', 'apa', 'gak', 'sih', 'bukannya', 'sudah', 'banyak', 'dokter', 'di', 'us', 'dan', 'eropa', 'akhirnya', 'mengakui', 'efek', 'bahaya', 'vaksin', 'ya']","['kemenkesnya', 'sehat', 'apa', 'gak', 'sih', 'bukannya', 'banyak', 'dokter', 'us', 'eropa', 'akhirnya', 'mengakui', 'efek', 'bahaya', 'vaksin']"
1020,"@amir_fariki @BudiGSadikin ini beneran apa hoax pak, kok masih ada vaksin? Bukannya dokter2 di us dan eropa sudah pada speak up soal efek vaksin yang bahaya ya? Kenapa dilanjutkan?", ini beneran apa hoax pak kok masih ada vaksin Bukannya di us dan eropa sudah pada speak up soal efek vaksin yang bahaya ya Kenapa dilanjutkan , ini beneran apa hoax pak kok masih ada vaksin bukannya di us dan eropa sudah pada speak up soal efek vaksin yang bahaya ya kenapa dilanjutkan ,ini beneran apa hoax pak kok masih ada vaksin bukannya di us dan eropa sudah pada speak up soal efek vaksin yang bahaya ya kenapa dilanjutkan,"['ini', 'beneran', 'apa', 'hoax', 'pak', 'kok', 'masih', 'ada', 'vaksin', 'bukannya', 'di', 'us', 'dan', 'eropa', 'sudah', 'pada', 'speak', 'up', 'soal', 'efek', 'vaksin', 'yang', 'bahaya', 'ya', 'kenapa', 'dilanjutkan']","['beneran', 'apa', 'hoax', 'pak', 'kok', 'vaksin', 'bukannya', 'us', 'eropa', 'speak', 'up', 'soal', 'efek', 'vaksin', 'bahaya', 'dilanjutkan']"
1021,"@MprAldo Kalau sudah urusan uang pasti banyak orang yang demo berbeda dengan urusan mandatory vaksin banyak yang nyinyir dan diam cari aman... 😂😂😂😂
Efek terlalu patuh dengan segelintir elit!", Kalau sudah urusan uang pasti banyak orang yang demo berbeda dengan urusan mandatory vaksin banyak yang nyinyir dan diam cari aman Efek terlalu patuh dengan segelintir elit , kalau sudah urusan uang pasti banyak orang yang demo berbeda dengan urusan mandatory vaksin banyak yang nyinyir dan diam cari aman efek terlalu patuh dengan segelintir elit ,kalau sudah urusan uang pasti banyak orang yang demo berbeda dengan urusan mandatory vaksin banyak yang nyinyir dan diam cari aman efek terlalu patuh dengan segelintir elite,"['kalau', 'sudah', 'urusan', 'uang', 'pasti', 'banyak', 'orang', 'yang', 'demo', 'berbeda', 'dengan', 'urusan', 'mandatory', 'vaksin', 'banyak', 'yang', 'nyinyir', 'dan', 'diam', 'cari', 'aman', 'efek', 'terlalu', 'patuh', 'dengan', 'segelintir', 'elite']","['kalau', 'urusan', 'uang', 'banyak', 'orang', 'demo', 'berbeda', 'urusan', 'mandatory', 'vaksin', 'banyak', 'nyinyir', 'diam', 'cari', 'aman', 'efek', 'terlalu', 'patuh', 'segelintir', 'elite']"
1022,@Kohun21 @HalodocID @dinkesJKT @KemenkesRI @BudiGSadikin @satgascovid19id @MprAldo @TedInvestigasi @dokter_kampung @endridok @DrSLSimonSpKK @karniilyas @RidhoRahmadi85 Efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin. Mati mendadak bersamaan dengan kejang-kejang  😅🤣 https://t.co/8izsa7clII, Efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin Mati mendadak bersamaan dengan kejang kejang https t co , efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin mati mendadak bersamaan dengan kejang kejang https t co ,efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin mati mendadak bersamaan dengan kejang kejang https t co,"['efek', 'mudah', 'diatur', 'segelintir', 'orang', 'timbul', 'penyakit', 'baru', 'akibat', 'kipi', 'pasca', 'vaksin', 'mati', 'mendadak', 'bersamaan', 'dengan', 'kejang', 'kejang', 'https', 't', 'co']","['efek', 'mudah', 'diatur', 'segelintir', 'orang', 'timbul', 'penyakit', 'baru', 'akibat', 'kipi', 'pasca', 'vaksin', 'mati', 'mendadak', 'bersamaan', 'kejang', 'kejang', 'https', 't', 'co']"
1023,"Tanganku pegelllll
Aaaaaaaa -_-

Pasti ini efek vaksin booster",Tanganku pegelllll Aaaaaaaa Pasti ini efek vaksin booster,tanganku pegelllll aaaaaaaa pasti ini efek vaksin booster,tanganku pegelllll aaaaaaaa pasti ini efek vaksin booster,"['tanganku', 'pegelllll', 'aaaaaaaa', 'pasti', 'ini', 'efek', 'vaksin', 'booster']","['tanganku', 'pegelllll', 'aaaaaaaa', 'efek', 'vaksin', 'booster']"
1024,@Kohun21 @HalodocID @dinkesJKT @KemenkesRI @BudiGSadikin @satgascovid19id @MprAldo @TedInvestigasi @dokter_kampung @endridok @DrSLSimonSpKK @karniilyas @RidhoRahmadi85 Efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin. Kejadian dalam video ini mirip dengan kasus Indra Bekti tiba-tiba jatuh  😅🤣 https://t.co/TcrGu1bsQK, Efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin Kejadian dalam video ini mirip dengan kasus Indra Bekti tiba tiba jatuh https t co , efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin kejadian dalam video ini mirip dengan kasus indra bekti tiba tiba jatuh https t co ,efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin kejadian dalam video ini mirip dengan kasus indra bekti tiba tiba jatuh https t co,"['efek', 'mudah', 'diatur', 'segelintir', 'orang', 'timbul', 'penyakit', 'baru', 'akibat', 'kipi', 'pasca', 'vaksin', 'kejadian', 'dalam', 'video', 'ini', 'mirip', 'dengan', 'kasus', 'indra', 'bekti', 'tiba', 'tiba', 'jatuh', 'https', 't', 'co']","['efek', 'mudah', 'diatur', 'segelintir', 'orang', 'timbul', 'penyakit', 'baru', 'akibat', 'kipi', 'pasca', 'vaksin', 'kejadian', 'video', 'mirip', 'kasus', 'indra', 'bekti', 'tiba', 'tiba', 'jatuh', 'https', 't', 'co']"
1025,"@epitomesin Aku dari awal vaksin sama booster gkada efek samping samsek, padahal yg booster aku astra, temen ku malah meriang", Aku dari awal vaksin sama booster gkada efek samping samsek padahal yg booster aku astra temen ku malah meriang, aku dari awal vaksin sama booster gkada efek samping samsek padahal yg booster aku astra temen ku malah meriang,aku dari awal vaksin sama booster gkada efek samping samsek padahal yang booster aku astra temen ku malah meriang,"['aku', 'dari', 'awal', 'vaksin', 'sama', 'booster', 'gkada', 'efek', 'samping', 'samsek', 'padahal', 'yang', 'booster', 'aku', 'astra', 'temen', 'ku', 'malah', 'meriang']","['aku', 'awal', 'vaksin', 'sama', 'booster', 'gkada', 'efek', 'samping', 'samsek', 'padahal', 'booster', 'aku', 'astra', 'temen', 'ku', 'malah', 'meriang']"
1026,"@epitomesin Dari vaksin 1 sampe booster 1, gak ada efek yg gimana” sih, paling cuma laper 🥲", Dari vaksin sampe booster gak ada efek yg gimana sih paling cuma laper , dari vaksin sampe booster gak ada efek yg gimana sih paling cuma laper ,dari vaksin sampe booster gak ada efek yang gimana sih paling cuma laper,"['dari', 'vaksin', 'sampe', 'booster', 'gak', 'ada', 'efek', 'yang', 'gimana', 'sih', 'paling', 'cuma', 'laper']","['vaksin', 'sampe', 'booster', 'gak', 'efek', 'gimana', 'sih', 'paling', 'cuma', 'laper']"
1027,@Kohun21 @HalodocID @dinkesJKT @KemenkesRI @BudiGSadikin @satgascovid19id @MprAldo @TedInvestigasi @dokter_kampung @endridok @DrSLSimonSpKK @karniilyas @RidhoRahmadi85 Efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin. 😅🤣 https://t.co/SPnH1Hj3vm, Efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin https t co , efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin https t co ,efek mudah diatur segelintir orang timbul penyakit baru akibat kipi pasca vaksin https t co,"['efek', 'mudah', 'diatur', 'segelintir', 'orang', 'timbul', 'penyakit', 'baru', 'akibat', 'kipi', 'pasca', 'vaksin', 'https', 't', 'co']","['efek', 'mudah', 'diatur', 'segelintir', 'orang', 'timbul', 'penyakit', 'baru', 'akibat', 'kipi', 'pasca', 'vaksin', 'https', 't', 'co']"
1028,"@epitomesin Aku dari vaksin 1, sampe sekarang udah booster ke 2 selalu ada efek sampingnya😭 ka, kamu strong banget mungkin yah", Aku dari vaksin sampe sekarang udah booster ke selalu ada efek sampingnya ka kamu strong banget mungkin yah, aku dari vaksin sampe sekarang udah booster ke selalu ada efek sampingnya ka kamu strong banget mungkin yah,aku dari vaksin sampe sekarang sudah booster ke selalu ada efek sampingnya ka kamu strong banget mungkin yah,"['aku', 'dari', 'vaksin', 'sampe', 'sekarang', 'sudah', 'booster', 'ke', 'selalu', 'ada', 'efek', 'sampingnya', 'ka', 'kamu', 'strong', 'banget', 'mungkin', 'yah']","['aku', 'vaksin', 'sampe', 'sekarang', 'booster', 'selalu', 'efek', 'sampingnya', 'ka', 'kamu', 'strong', 'banget', 'mungkin', 'yah']"
1029,"@epitomesin aku gak ada efek samping kak pas vaksin, tpi pas booster baru ada karna katanya memang merek boosternya ini keras😅", aku gak ada efek samping kak pas vaksin tpi pas booster baru ada karna katanya memang merek boosternya ini keras , aku gak ada efek samping kak pas vaksin tpi pas booster baru ada karna katanya memang merek boosternya ini keras ,aku gak ada efek samping kak pas vaksin tpi pas booster baru ada karena katanya memang merek boosternya ini keras,"['aku', 'gak', 'ada', 'efek', 'samping', 'kak', 'pas', 'vaksin', 'tpi', 'pas', 'booster', 'baru', 'ada', 'karena', 'katanya', 'memang', 'merek', 'boosternya', 'ini', 'keras']","['aku', 'gak', 'efek', 'samping', 'kak', 'pas', 'vaksin', 'tpi', 'pas', 'booster', 'baru', 'katanya', 'memang', 'merek', 'boosternya', 'keras']"
1030,"Efek vaksin ke 4 lumayan juga yaa.. Tangan pegel linu agak kaku, terus pusing, mual juga",Efek vaksin ke lumayan juga yaa Tangan pegel linu agak kaku terus pusing mual juga,efek vaksin ke lumayan juga yaa tangan pegel linu agak kaku terus pusing mual juga,efek vaksin ke lumayan juga ya tangan pegel linu agak kaku terus pusing mual juga,"['efek', 'vaksin', 'ke', 'lumayan', 'juga', 'ya', 'tangan', 'pegel', 'linu', 'agak', 'kaku', 'terus', 'pusing', 'mual', 'juga']","['efek', 'vaksin', 'lumayan', 'tangan', 'pegel', 'linu', 'kaku', 'terus', 'pusing', 'mual']"
1031,"Efek vaksin pfizer apakah ada rasa ingin marah2? Tentu tidakk kan. Knpa hawanya aku pengen marah:(
Kemeng bgt ya Allah tangannyaa. Ini efek vaksin terparah sihh.",Efek vaksin pfizer apakah ada rasa ingin Tentu tidakk kan Knpa hawanya aku pengen marah Kemeng bgt ya Allah tangannyaa Ini efek vaksin terparah sihh ,efek vaksin pfizer apakah ada rasa ingin tentu tidakk kan knpa hawanya aku pengen marah kemeng bgt ya allah tangannyaa ini efek vaksin terparah sihh ,efek vaksin pfizer apakah ada rasa ingin tentu tidakk kan kenapa hawanya aku pengen marah kemeng banget ya allah tangannyaa ini efek vaksin terparah sih,"['efek', 'vaksin', 'pfizer', 'apakah', 'ada', 'rasa', 'ingin', 'tentu', 'tidakk', 'kan', 'kenapa', 'hawanya', 'aku', 'pengen', 'marah', 'kemeng', 'banget', 'ya', 'allah', 'tangannyaa', 'ini', 'efek', 'vaksin', 'terparah', 'sih']","['efek', 'vaksin', 'pfizer', 'rasa', 'tidakk', 'kan', 'hawanya', 'aku', 'pengen', 'marah', 'kemeng', 'banget', 'allah', 'tangannyaa', 'efek', 'vaksin', 'terparah', 'sih']"
1032,@detikcom sudah byk yg meninggal efek vaksin karena daya tahan tubuh masing2 org beda.., sudah byk yg meninggal efek vaksin karena daya tahan tubuh org beda , sudah byk yg meninggal efek vaksin karena daya tahan tubuh org beda ,sudah banyak yang meninggal efek vaksin karena daya tahan tubuh orang beda,"['sudah', 'banyak', 'yang', 'meninggal', 'efek', 'vaksin', 'karena', 'daya', 'tahan', 'tubuh', 'orang', 'beda']","['banyak', 'meninggal', 'efek', 'vaksin', 'daya', 'tahan', 'tubuh', 'orang', 'beda']"
1033,"Efek samping vaksin;
Demam ❌
Pusing ❌
Mual ❌
Nyeri ❌
Jerawatan ✔",Efek samping vaksin Demam Pusing Mual Nyeri Jerawatan ,efek samping vaksin demam pusing mual nyeri jerawatan ,efek samping vaksin demam pusing mual nyeri jerawatan,"['efek', 'samping', 'vaksin', 'demam', 'pusing', 'mual', 'nyeri', 'jerawatan']","['efek', 'samping', 'vaksin', 'demam', 'pusing', 'mual', 'nyeri', 'jerawatan']"
1034,uring uringan . apakah efek vaksin ??,uring uringan apakah efek vaksin ,uring uringan apakah efek vaksin ,uring uringan apakah efek vaksin,"['uring', 'uringan', 'apakah', 'efek', 'vaksin']","['uring', 'uringan', 'efek', 'vaksin']"
1035,so far kemarin tuh badan gak ngerasain apa2 efek vaksin kenapa skrg malah dateng KIPInya sih😥😥,so far kemarin tuh badan gak ngerasain efek vaksin kenapa skrg malah dateng KIPInya sih ,so far kemarin tuh badan gak ngerasain efek vaksin kenapa skrg malah dateng kipinya sih ,so far kemarin tuh badan gak ngerasain efek vaksin kenapa sekarang malah dateng kipinya sih,"['so', 'far', 'kemarin', 'tuh', 'badan', 'gak', 'ngerasain', 'efek', 'vaksin', 'kenapa', 'sekarang', 'malah', 'dateng', 'kipinya', 'sih']","['so', 'far', 'kemarin', 'tuh', 'badan', 'gak', 'ngerasain', 'efek', 'vaksin', 'sekarang', 'malah', 'dateng', 'kipinya', 'sih']"
1036,"@DokterTifa Jatohnya udh kaya paranormal ga si, kl kejadian tepuk dada, kl ga kejadian diem2 bae... Kaya yg kasus gagal ginjal anak, bu dokter bener2 yakin kl itu efek dr vaksin, disaat kebukti bukan, udah ga d bahas lagi 😂", Jatohnya udh kaya paranormal ga si kl kejadian tepuk dada kl ga kejadian bae Kaya yg kasus gagal ginjal anak bu dokter yakin kl itu efek dr vaksin disaat kebukti bukan udah ga d bahas lagi , jatohnya udh kaya paranormal ga si kl kejadian tepuk dada kl ga kejadian bae kaya yg kasus gagal ginjal anak bu dokter yakin kl itu efek dr vaksin disaat kebukti bukan udah ga d bahas lagi ,jatohnya sudah kaya paranormal gak si kl kejadian tepuk dada kl gak kejadian bae kaya yang kasus gagal ginjal anak bu dokter yakin kl itu efek dr vaksin disaat kebukti bukan sudah gak d bahas lagi,"['jatohnya', 'sudah', 'kaya', 'paranormal', 'gak', 'si', 'kl', 'kejadian', 'tepuk', 'dada', 'kl', 'gak', 'kejadian', 'bae', 'kaya', 'yang', 'kasus', 'gagal', 'ginjal', 'anak', 'bu', 'dokter', 'yakin', 'kl', 'itu', 'efek', 'dr', 'vaksin', 'disaat', 'kebukti', 'bukan', 'sudah', 'gak', 'd', 'bahas', 'lagi']","['jatohnya', 'kaya', 'paranormal', 'gak', 'si', 'kl', 'kejadian', 'tepuk', 'dada', 'kl', 'gak', 'kejadian', 'bae', 'kaya', 'kasus', 'gagal', 'ginjal', 'anak', 'bu', 'dokter', 'yakin', 'kl', 'efek', 'dr', 'vaksin', 'disaat', 'kebukti', 'bukan', 'gak', 'd', 'bahas']"
1037,"gatau ya ini efek vaksin atau ketek jaemin yg pasti w pusing bgt sekarang, mau tidur dipelukan sampeyan 10 menit aja boleh? @ jaemin",gatau ya ini efek vaksin atau ketek jaemin yg pasti w pusing bgt sekarang mau tidur dipelukan sampeyan menit aja boleh jaemin,gatau ya ini efek vaksin atau ketek jaemin yg pasti w pusing bgt sekarang mau tidur dipelukan sampeyan menit aja boleh jaemin,gatau ya ini efek vaksin atau ketek jaemin yang pasti w pusing banget sekarang mau tidur dipelukan sampeyan menit aja boleh jaemin,"['gatau', 'ya', 'ini', 'efek', 'vaksin', 'atau', 'ketek', 'jaemin', 'yang', 'pasti', 'w', 'pusing', 'banget', 'sekarang', 'mau', 'tidur', 'dipelukan', 'sampeyan', 'menit', 'aja', 'boleh', 'jaemin']","['gatau', 'efek', 'vaksin', 'ketek', 'jaemin', 'w', 'pusing', 'banget', 'sekarang', 'mau', 'tidur', 'dipelukan', 'sampeyan', 'menit', 'aja', 'jaemin']"
1038,@detikcom Pemimpin manakah yg merelakan rakyatnya menjadi kelinci percobaan utk vaksin rekayasa genetik dan efek kematian mendadak? coba cari #diedsuddenly, Pemimpin manakah yg merelakan rakyatnya menjadi kelinci percobaan utk vaksin rekayasa genetik dan efek kematian mendadak coba cari , pemimpin manakah yg merelakan rakyatnya menjadi kelinci percobaan utk vaksin rekayasa genetik dan efek kematian mendadak coba cari ,pemimpin manakah yang merelakan rakyatnya menjadi kelinci percobaan untuk vaksin rekayasa genetik dan efek kematian mendadak coba cari,"['pemimpin', 'manakah', 'yang', 'merelakan', 'rakyatnya', 'menjadi', 'kelinci', 'percobaan', 'untuk', 'vaksin', 'rekayasa', 'genetik', 'dan', 'efek', 'kematian', 'mendadak', 'coba', 'cari']","['pemimpin', 'manakah', 'merelakan', 'rakyatnya', 'menjadi', 'kelinci', 'percobaan', 'vaksin', 'rekayasa', 'genetik', 'efek', 'kematian', 'mendadak', 'coba', 'cari']"
1039,Semoga gak ada efek yg vaksin ke 4,Semoga gak ada efek yg vaksin ke ,semoga gak ada efek yg vaksin ke ,semoga gak ada efek yang vaksin ke,"['semoga', 'gak', 'ada', 'efek', 'yang', 'vaksin', 'ke']","['semoga', 'gak', 'efek', 'vaksin']"
1040,"@nasdrunout @mak_iyik Efek tegang mgkn ya?
Vaksin 1,2 tensi 130 booster 1 tensi 140 kmrn kok naik lg 160 😀", Efek tegang mgkn ya Vaksin tensi booster tensi kmrn kok naik lg , efek tegang mgkn ya vaksin tensi booster tensi kmrn kok naik lg ,efek tegang mungkin ya vaksin tensi booster tensi kemarin kok naik lagi,"['efek', 'tegang', 'mungkin', 'ya', 'vaksin', 'tensi', 'booster', 'tensi', 'kemarin', 'kok', 'naik', 'lagi']","['efek', 'tegang', 'mungkin', 'vaksin', 'tensi', 'booster', 'tensi', 'kemarin', 'kok', 'naik']"
1041,"@christianjecka Efek yg di dapat ga semua sama, ada yg demam, ada yg mual, ada yg cuma singkal sebelah tangannya. Sisanya aman sih, sedia obat aja setelah vaksin. Paracetamol.", Efek yg di dapat ga semua sama ada yg demam ada yg mual ada yg cuma singkal sebelah tangannya Sisanya aman sih sedia obat aja setelah vaksin Paracetamol , efek yg di dapat ga semua sama ada yg demam ada yg mual ada yg cuma singkal sebelah tangannya sisanya aman sih sedia obat aja setelah vaksin paracetamol ,efek yang di dapat gak semua sama ada yang demam ada yang mual ada yang cuma singkal sebelah tangannya sisanya aman sih sedia obat aja setelah vaksin paracetamol,"['efek', 'yang', 'di', 'dapat', 'gak', 'semua', 'sama', 'ada', 'yang', 'demam', 'ada', 'yang', 'mual', 'ada', 'yang', 'cuma', 'singkal', 'sebelah', 'tangannya', 'sisanya', 'aman', 'sih', 'sedia', 'obat', 'aja', 'setelah', 'vaksin', 'paracetamol']","['efek', 'gak', 'semua', 'sama', 'demam', 'mual', 'cuma', 'singkal', 'sebelah', 'tangannya', 'sisanya', 'aman', 'sih', 'sedia', 'obat', 'aja', 'vaksin', 'paracetamol']"
